Period Name,Ward Description,Product Description,Quantity
 07-Jul-2014,Benson Medical Ward,Fluconazole 100mg Capsule (28),7.00
 29-Jul-2014,Benson Medical Ward,Clotrimazole 1% (10mg/g) Vaginal Cream (35g),1.00
 16-Jul-2014,Benson Medical Ward,Teicoplanin 400mg Vial (1),1.00
 07-Jul-2014,Benson Medical Ward,Teicoplanin 400mg Vial (1),5.00
 17-Jul-2014,Benson Medical Ward,Teicoplanin 400mg Vial (1),1.00
 30-Jul-2014,Benson Medical Ward,Ertapenem 1g Vial (1),5.00
 02-Jul-2014,Benson Medical Ward,Amoxycillin 1g Vial (10),10.00
 09-Jul-2014,Benson Medical Ward,Amoxycillin 1g Vial (10),10.00
 16-Jul-2014,Benson Medical Ward,Amoxycillin 1g Vial (10),40.00
 23-Jul-2014,Benson Medical Ward,Amoxycillin 1g Vial (10),20.00
 30-Jul-2014,Benson Medical Ward,Amoxycillin 1g Vial (10),10.00
 02-Jul-2014,Benson Medical Ward,Amoxycillin 500mg Capsule (20),80.00
 09-Jul-2014,Benson Medical Ward,Amoxycillin 500mg Capsule (20),40.00
 16-Jul-2014,Benson Medical Ward,Amoxycillin 500mg Capsule (20),60.00
 23-Jul-2014,Benson Medical Ward,Amoxycillin 500mg Capsule (20),60.00
 30-Jul-2014,Benson Medical Ward,Amoxycillin 500mg Capsule (20),40.00
 02-Jul-2014,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 09-Jul-2014,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),50.00
 16-Jul-2014,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 23-Jul-2014,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 30-Jul-2014,Benson Medical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 23-Jul-2014,Benson Medical Ward,Azithromycin 500mg Vial (1),5.00
 02-Jul-2014,Benson Medical Ward,Azithromycin 500mg Vial (1),5.00
 09-Jul-2014,Benson Medical Ward,Azithromycin 500mg Vial (1),5.00
 16-Jul-2014,Benson Medical Ward,Azithromycin 500mg Vial (1),15.00
 23-Jul-2014,Benson Medical Ward,Azithromycin 500mg Tablet (3),12.00
 30-Jul-2014,Benson Medical Ward,Azithromycin 500mg Tablet (3),12.00
 02-Jul-2014,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),20.00
 09-Jul-2014,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),10.00
 23-Jul-2014,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),10.00
 30-Jul-2014,Benson Medical Ward,Benzylpenicillin 1.2g Vial (1),10.00
 14-Jul-2014,Benson Medical Ward,Cefepime 1g Vial (1),5.00
 02-Jul-2014,Benson Medical Ward,Ceftriaxone 1g Vial (1),10.00
 09-Jul-2014,Benson Medical Ward,Ceftriaxone 1g Vial (1),45.00
 16-Jul-2014,Benson Medical Ward,Ceftriaxone 1g Vial (1),25.00
 23-Jul-2014,Benson Medical Ward,Ceftriaxone 1g Vial (1),20.00
 30-Jul-2014,Benson Medical Ward,Ceftriaxone 1g Vial (1),10.00
 22-Jul-2014,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 28-Jul-2014,Benson Medical Ward,Cefuroxime 250mg Tablet (14),14.00
 16-Jul-2014,Benson Medical Ward,Cephalexin 500mg Capsule (20),80.00
 02-Jul-2014,Benson Medical Ward,Cephalexin 250mg Capsule (20),40.00
 02-Jul-2014,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 09-Jul-2014,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 16-Jul-2014,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 30-Jul-2014,Benson Medical Ward,Cephazolin 1g Vial (10),20.00
 09-Jul-2014,Benson Medical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 30-Jul-2014,Benson Medical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 09-Jul-2014,Benson Medical Ward,Ciprofloxacin 100mg/50mL Infusion (10),40.00
 09-Jul-2014,Benson Medical Ward,Ciprofloxacin 200mg/100mL Infusion (10),10.00
 16-Jul-2014,Benson Medical Ward,Ciprofloxacin 200mg/100mL Infusion (10),10.00
 23-Jul-2014,Benson Medical Ward,Ciprofloxacin 200mg/100mL Infusion (10),10.00
 09-Jul-2014,Benson Medical Ward,Ciprofloxacin 500mg Tablet (14),42.00
 23-Jul-2014,Benson Medical Ward,Clarithromycin 250mg Tablet (14),28.00
 02-Jul-2014,Benson Medical Ward,Clindamycin 150mg Capsule (24),96.00
 09-Jul-2014,Benson Medical Ward,Clindamycin 150mg Capsule (24),48.00
 23-Jul-2014,Benson Medical Ward,Clindamycin 150mg Capsule (24),72.00
 02-Jul-2014,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 21-Jul-2014,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 30-Jul-2014,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 02-Jul-2014,Benson Medical Ward,Doxycycline 100mg Tablet (7),28.00
 07-Jul-2014,Benson Medical Ward,Doxycycline 100mg Tablet (7),35.00
 09-Jul-2014,Benson Medical Ward,Doxycycline 100mg Tablet (7),49.00
 16-Jul-2014,Benson Medical Ward,Doxycycline 100mg Tablet (7),28.00
 22-Jul-2014,Benson Medical Ward,Doxycycline 100mg Tablet (7),21.00
 23-Jul-2014,Benson Medical Ward,Doxycycline 100mg Tablet (7),35.00
 30-Jul-2014,Benson Medical Ward,Doxycycline 100mg Tablet (7),35.00
 09-Jul-2014,Benson Medical Ward,Flucloxacillin 1g Vial (10),30.00
 30-Jul-2014,Benson Medical Ward,Flucloxacillin 1g Vial (10),30.00
 02-Jul-2014,Benson Medical Ward,Flucloxacillin 1g Vial (5),25.00
 30-Jul-2014,Benson Medical Ward,Flucloxacillin 500mg Vial (5),5.00
 09-Jul-2014,Benson Medical Ward,Flucloxacillin 500mg Capsule (24),72.00
 18-Jul-2014,Benson Medical Ward,Fluconazole 150mg Capsule (1),1.00
 28-Jul-2014,Benson Medical Ward,Fluconazole 200mg Capsule (28),14.00
 07-Jul-2014,Benson Medical Ward,Hydroxychloroquine 200mg Tablet (100),100.00
 16-Jul-2014,Benson Medical Ward,Lincomycin 600mg/2mL Vial (5),5.00
 30-Jul-2014,Benson Medical Ward,Lincomycin 600mg/2mL Vial (5),10.00
 21-Jul-2014,Benson Medical Ward,Meropenem 1g Vial (5),5.00
 28-Jul-2014,Benson Medical Ward,Meropenem 1g Vial (5),5.00
 28-Jul-2014,Benson Medical Ward,Meropenem 500mg Vial (5),5.00
 02-Jul-2014,Benson Medical Ward,Metronidazole 500mg/100mL Infusion (10),20.00
 16-Jul-2014,Benson Medical Ward,Metronidazole 500mg/100mL Infusion (10),10.00
 30-Jul-2014,Benson Medical Ward,Metronidazole 500mg/100mL Infusion (10),30.00
 30-Jul-2014,Benson Medical Ward,Metronidazole 200mg Tablet (21),21.00
 02-Jul-2014,Benson Medical Ward,Metronidazole 400mg Tablet (21),42.00
 23-Jul-2014,Benson Medical Ward,Metronidazole 400mg Tablet (21),21.00
 30-Jul-2014,Benson Medical Ward,Metronidazole 400mg Tablet (21),21.00
 02-Jul-2014,Benson Medical Ward,Norfloxacin 400mg Tablet (14),14.00
 02-Jul-2014,Benson Medical Ward,"Nystatin 100,000unit/mL Suspension (24mL)",1.00
 09-Jul-2014,Benson Medical Ward,"Nystatin 100,000unit/mL Suspension (24mL)",2.00
 23-Jul-2014,Benson Medical Ward,"Nystatin 100,000unit/mL Suspension (24mL)",1.00
 30-Jul-2014,Benson Medical Ward,"Nystatin 100,000unit/mL Suspension (24mL)",2.00
 16-Jul-2014,Benson Medical Ward,Oseltamivir 75mg Capsule (10),10.00
 23-Jul-2014,Benson Medical Ward,Oseltamivir 75mg Capsule (10),10.00
 30-Jul-2014,Benson Medical Ward,Oseltamivir 75mg Capsule (10),20.00
 09-Jul-2014,Benson Medical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),80.00
 16-Jul-2014,Benson Medical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),100.00
 23-Jul-2014,Benson Medical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),50.00
 30-Jul-2014,Benson Medical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),70.00
 16-Jul-2014,Benson Medical Ward,Roxithromycin 150mg Tablet (10),20.00
 30-Jul-2014,Benson Medical Ward,Roxithromycin 150mg Tablet (10),20.00
 21-Jul-2014,Benson Medical Ward,Sulfamethoxazole 800mg Trimethoprim 160mg  Tablet (10),10.00
 14-Jul-2014,Benson Medical Ward,Teicoplanin 400mg Vial (1),4.00
 23-Jul-2014,Benson Medical Ward,Trimethoprim 300mg Tablet (7),7.00
 02-Jul-2014,Benson Medical Ward,Vancomycin 1g Vial (1),5.00
 02-Jul-2014,Benson Medical Ward,Vancomycin 500mg Vial (10),10.00
 09-Jul-2014,Benson Medical Ward,Vancomycin 500mg Vial (10),10.00
 16-Jul-2014,Benson Medical Ward,Vancomycin 500mg Vial (10),10.00
 02-Jul-2014,Benson Medical Ward,Vancomycin 1g Vial (1),1.00
 09-Jul-2014,Benson Medical Ward,Vancomycin 1g Vial (1),12.00
 16-Jul-2014,Benson Medical Ward,Vancomycin 1g Vial (1),8.00
 28-Jul-2014,Colyer Surgical Ward,Azithromycin 500mg Tablet (3),3.00
 07-Jul-2014,Colyer Surgical Ward,Azithromycin 500mg Vial (1),1.00
 17-Jul-2014,Colyer Surgical Ward,Meropenem 1g Vial (5),15.00
 14-Jul-2014,Colyer Surgical Ward,Aciclovir 500mg Vial (5),10.00
 08-Jul-2014,Colyer Surgical Ward,Doxycycline 100mg Tablet (7),7.00
 07-Jul-2014,Colyer Surgical Ward,Doxycycline 100mg Tablet (7),11.00
 18-Jul-2014,Colyer Surgical Ward,Cefuroxime 250mg Tablet (14),14.00
 22-Jul-2014,Colyer Surgical Ward,Chloramphenicol 1% (10mg/g) Eye Ointment (4g),1.00
 16-Jul-2014,Colyer Surgical Ward,"Nystatin 100,000unit/mL Suspension (24mL)",1.00
 17-Jul-2014,Colyer Surgical Ward,"Nystatin 100,000unit/mL Suspension (24mL)",1.00
 04-Jul-2014,Colyer Surgical Ward,Lincomycin 600mg/2mL Vial (5),10.00
 30-Jul-2014,Colyer Surgical Ward,Lincomycin 600mg/2mL Vial (5),10.00
 30-Jul-2014,Colyer Surgical Ward,Lincomycin 600mg/2mL Vial (5),10.00
 14-Jul-2014,Colyer Surgical Ward,Aciclovir 500mg Vial (5),5.00
 25-Jul-2014,Colyer Surgical Ward,Amoxycillin 500mg Vial (5),3.00
 07-Jul-2014,Colyer Surgical Ward,Amoxycillin 1g Vial (10),10.00
 21-Jul-2014,Colyer Surgical Ward,Amoxycillin 1g Vial (10),20.00
 07-Jul-2014,Colyer Surgical Ward,Amoxycillin 500mg Capsule (20),20.00
 21-Jul-2014,Colyer Surgical Ward,Amoxycillin 500mg Capsule (20),20.00
 25-Jul-2014,Colyer Surgical Ward,Amoxycillin 500mg Capsule (20),20.00
 21-Jul-2014,Colyer Surgical Ward,Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 07-Jul-2014,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 10-Jul-2014,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 14-Jul-2014,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 21-Jul-2014,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 25-Jul-2014,Colyer Surgical Ward,Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 07-Jul-2014,Colyer Surgical Ward,Benzylpenicillin 1.2g Vial (1),10.00
 14-Jul-2014,Colyer Surgical Ward,Benzylpenicillin 1.2g Vial (1),15.00
 21-Jul-2014,Colyer Surgical Ward,Benzylpenicillin 1.2g Vial (1),5.00
 25-Jul-2014,Colyer Surgical Ward,Benzylpenicillin 1.2g Vial (1),5.00
 07-Jul-2014,Colyer Surgical Ward,Benzylpenicillin 600mg Vial (1),10.00
 14-Jul-2014,Colyer Surgical Ward,Benzylpenicillin 600mg Vial (1),63.00
 21-Jul-2014,Colyer Surgical Ward,Benzylpenicillin 600mg Vial (1),5.00
 25-Jul-2014,Colyer Surgical Ward,Benzylpenicillin 600mg Vial (1),5.00
 07-Jul-2014,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),5.00
 11-Jul-2014,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),20.00
 21-Jul-2014,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),20.00
 25-Jul-2014,Colyer Surgical Ward,Ceftriaxone 1g Vial (1),15.00
 07-Jul-2014,Colyer Surgical Ward,Cephalexin 500mg Capsule (20),20.00
 14-Jul-2014,Colyer Surgical Ward,Cephalexin 500mg Capsule (20),20.00
 07-Jul-2014,Colyer Surgical Ward,Cephazolin 1g Vial (10),60.00
 11-Jul-2014,Colyer Surgical Ward,Cephazolin 1g Vial (10),50.00
 14-Jul-2014,Colyer Surgical Ward,Cephazolin 1g Vial (10),50.00
 21-Jul-2014,Colyer Surgical Ward,Cephazolin 1g Vial (10),20.00
 25-Jul-2014,Colyer Surgical Ward,Cephazolin 1g Vial (10),40.00
 14-Jul-2014,Colyer Surgical Ward,Ciprofloxacin 500mg Tablet (14),14.00
 11-Jul-2014,Colyer Surgical Ward,Clindamycin 150mg Capsule (24),96.00
 16-Jul-2014,Colyer Surgical Ward,Clindamycin 150mg Capsule (24),48.00
 25-Jul-2014,Colyer Surgical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 14-Jul-2014,Colyer Surgical Ward,Flucloxacillin 1g Vial (10),40.00
 21-Jul-2014,Colyer Surgical Ward,Flucloxacillin 1g Vial (10),50.00
 25-Jul-2014,Colyer Surgical Ward,Flucloxacillin 1g Vial (10),10.00
 07-Jul-2014,Colyer Surgical Ward,Flucloxacillin 500mg Capsule (24),24.00
 07-Jul-2014,Colyer Surgical Ward,Metronidazole 500mg/100mL Infusion (10),30.00
 14-Jul-2014,Colyer Surgical Ward,Metronidazole 500mg/100mL Infusion (10),10.00
 21-Jul-2014,Colyer Surgical Ward,Metronidazole 500mg/100mL Infusion (10),30.00
 25-Jul-2014,Colyer Surgical Ward,Metronidazole 500mg/100mL Infusion (10),10.00
 07-Jul-2014,Colyer Surgical Ward,Metronidazole 400mg Tablet (21),21.00
 25-Jul-2014,Colyer Surgical Ward,Moxifloxacin 400mg Tablet (5),10.00
 07-Jul-2014,Colyer Surgical Ward,Moxifloxacin 400mg/250mL Infusion (1),5.00
 25-Jul-2014,Colyer Surgical Ward,Norfloxacin 400mg Tablet (14),14.00
 03-Jul-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),30.00
 07-Jul-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),20.00
 11-Jul-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),15.00
 14-Jul-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),4.00
 14-Jul-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),100.00
 21-Jul-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),40.00
 25-Jul-2014,Colyer Surgical Ward,Piperacillin 4g Tazobactam 500mg  Vial (1),60.00
 14-Jul-2014,Colyer Surgical Ward,Roxithromycin 150mg Tablet (10),10.00
 25-Jul-2014,Colyer Surgical Ward,Trimethoprim 300mg Tablet (7),7.00
 25-Jul-2014,Galliers Bickley Ward (Maternity),Sodium Fusidate 2% (20mg/g) Ointment (15g),1.00
 24-Jul-2014,Galliers Bickley Ward (Maternity),Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 25-Jul-2014,Galliers Bickley Ward (Maternity),Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 11-Jul-2014,Galliers Bickley Ward (Maternity),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 18-Jul-2014,Galliers Bickley Ward (Maternity),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),10.00
 04-Jul-2014,Galliers Bickley Ward (Maternity),Benzylpenicillin 600mg Vial (1),10.00
 11-Jul-2014,Galliers Bickley Ward (Maternity),Cephalexin 500mg Capsule (20),20.00
 31-Jul-2014,Galliers Bickley Ward (Maternity),Erythromycin Ethyl Succinate 400mg Tablet (25),25.00
 25-Jul-2014,Galliers Bickley Ward (Maternity),Metronidazole 500mg/100mL Infusion (10),20.00
 11-Jul-2014,Galliers Bickley Ward (Maternity),Metronidazole 200mg Tablet (21),42.00
 01-Jul-2014,Galliers Bickley Ward (Maternity),Oseltamivir 75mg Capsule (10),10.00
 25-Jul-2014,Galliers Bickley Ward (Maternity),Oseltamivir 75mg Capsule (10),10.00
 09-Jul-2014,Galliers Canning Ward (Med/205SURG),Cefuroxime 250mg Tablet (14),18.00
 30-Jul-2014,Galliers Canning Ward (Med/205SURG),Cefuroxime 250mg Tablet (14),14.00
 25-Jul-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet (14),4.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet (14),14.00
 09-Jul-2014,Galliers Canning Ward (Med/205SURG),Cefuroxime 250mg Tablet (14),2.00
 15-Jul-2014,Galliers Canning Ward (Med/205SURG),Vancomycin 1g Vial (1),10.00
 09-Jul-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial (5),20.00
 15-Jul-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial (5),10.00
 16-Jul-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial (5),20.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Meropenem 500mg Vial (5),10.00
 02-Jul-2014,Galliers Canning Ward (Med/205SURG),Moxifloxacin 400mg Tablet (5),4.00
 08-Jul-2014,Galliers Canning Ward (Med/205SURG),Moxifloxacin 400mg Tablet (5),1.00
 11-Jul-2014,Galliers Canning Ward (Med/205SURG),Moxifloxacin 400mg Tablet (5),3.00
 30-Jul-2014,Galliers Canning Ward (Med/205SURG),Moxifloxacin 400mg Tablet (5),5.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Valaciclovir 500mg Tablet (42),7.00
 22-Jul-2014,Galliers Canning Ward (Med/205SURG),Fluconazole 150mg Capsule (1),1.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Moxifloxacin 400mg/250mL Infusion (1),4.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Moxifloxacin 400mg/250mL Infusion (1),4.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Vial (5),10.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Vial (5),5.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 1g Vial (10),20.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 1g Vial (10),20.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 1g Vial (10),20.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 1g Vial (10),10.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),40.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Capsule (20),80.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 500mg Clavulanic Acid 125mg  Tablet (10),10.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),60.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),60.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),20.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Amoxycillin 875mg Clavulanic Acid 125mg  Tablet (10),40.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Vial (1),10.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Vial (1),20.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet (3),6.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Azithromycin 500mg Tablet (3),6.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 1.2g Vial (1),10.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Benzylpenicillin 600mg Vial (1),20.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),20.00
 09-Jul-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),10.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),40.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),10.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),10.00
 30-Jul-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),20.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Ceftriaxone 1g Vial (1),35.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Cefuroxime 250mg Tablet (14),14.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),60.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),40.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Cephalexin 500mg Capsule (20),19.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Cephalexin 250mg Capsule (20),40.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Cephalexin 250mg Capsule (20),20.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Cephazolin 1g Vial (10),30.00
 01-Jul-2014,Galliers Canning Ward (Med/205SURG),Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),2.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),1.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Chloramphenicol 0.5% (5mg/mL) Eye Drop (10mL),2.00
 25-Jul-2014,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 0.3% (3mg/mL) Ear Drops (5mL),1.00
 16-Jul-2014,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 500mg Tablet (14),28.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Ciprofloxacin 500mg Tablet (14),14.00
 14-Jul-2014,Galliers Canning Ward (Med/205SURG),Clarithromycin 250mg Tablet (14),14.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),96.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),48.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),96.00
 23-Jul-2014,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),96.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),48.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),1.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),3.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),2.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),2.00
 30-Jul-2014,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),1.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),4.00
 09-Jul-2014,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),14.00
 09-Jul-2014,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),7.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),49.00
 22-Jul-2014,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),49.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),21.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),21.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),35.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (10),100.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (10),120.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (10),140.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),150.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Flucloxacillin 500mg Capsule (24),24.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Gentamicin 80mg/2mL Ampoule (50),5.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Gentamicin 80mg/2mL Ampoule (50),10.00
 28-Jul-2014,Galliers Canning Ward (Med/205SURG),Hexamine Hippurate 1g Tablet (100),100.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Lincomycin 600mg/2mL Vial (5),15.00
 14-Jul-2014,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial (5),10.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Metronidazole 500mg/100mL Infusion (10),20.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Metronidazole 500mg/100mL Infusion (10),10.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Metronidazole 500mg/100mL Infusion (10),28.00
 07-Jul-2014,Galliers Canning Ward (Med/205SURG),Moxifloxacin 400mg Tablet (5),5.00
 28-Jul-2014,Galliers Canning Ward (Med/205SURG),Nitrofurantoin 100mg Capsule (30),30.00
 22-Jul-2014,Galliers Canning Ward (Med/205SURG),Nitrofurantoin 50mg Capsule (30),30.00
 07-Jul-2014,Galliers Canning Ward (Med/205SURG),Norfloxacin 400mg Tablet (14),14.00
 22-Jul-2014,Galliers Canning Ward (Med/205SURG),Oseltamivir 75mg Capsule (10),10.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Oseltamivir 75mg Capsule (10),10.00
 03-Jul-2014,Galliers Canning Ward (Med/205SURG),Piperacillin 4g Tazobactam 500mg  Vial (1),50.00
 10-Jul-2014,Galliers Canning Ward (Med/205SURG),Piperacillin 4g Tazobactam 500mg  Vial (1),50.00
 17-Jul-2014,Galliers Canning Ward (Med/205SURG),Piperacillin 4g Tazobactam 500mg  Vial (1),80.00
 24-Jul-2014,Galliers Canning Ward (Med/205SURG),Piperacillin 4g Tazobactam 500mg  Vial (1),80.00
 31-Jul-2014,Galliers Canning Ward (Med/205SURG),Piperacillin 4g Tazobactam 500mg  Vial (1),30.00
