Period Name,Ward Description,Product Description,Quantity
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Clindamycin 150mg Capsule (24),24.00
 24-Mar-2015,Benson Medical Ward,Clindamycin 300mg/2mL Ampoule (10),20.00
 06-Feb-2015,Acute Medical Unit,Clindamycin 600mg/4mL Ampoule (10),10.00
 25-Mar-2015,Benson Medical Ward,Clindamycin 600mg/4mL Ampoule (10),6.00
 27-Mar-2015,Benson Medical Ward,Clindamycin 600mg/4mL Ampoule (10),13.00
 07-Apr-2015,Benson Medical Ward,Clindamycin 600mg/4mL Ampoule (10),10.00
 07-Apr-2015,Benson Medical Ward,Clindamycin 600mg/4mL Ampoule (10),10.00
 02-Jan-2015,Acute Medical Unit,Clotrimazole 1% (10mg/g) Cream (20g),2.00
 30-Jan-2015,Acute Medical Unit,Clotrimazole 1% (10mg/g) Cream (20g),2.00
 14-Jan-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 21-Jan-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 28-Jan-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 14-Jan-2015,Colyer Surgical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 19-Jan-2015,Colyer Surgical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),1.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),2.00
 22-Jan-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),2.00
 29-Jan-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),2.00
 30-Jan-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),2.00
 06-Jan-2015,Intensive Care Unit,Clotrimazole 1% (10mg/g) Cream (20g),2.00
 13-Jan-2015,Intensive Care Unit,Clotrimazole 1% (10mg/g) Cream (20g),2.00
 04-Feb-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 11-Feb-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),3.00
 18-Feb-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),2.00
 25-Feb-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 16-Feb-2015,Colyer Surgical Ward,Clotrimazole 1% (10mg/g) Cream (20g),3.00
 10-Feb-2015,Intensive Care Unit,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 17-Feb-2015,Intensive Care Unit,Clotrimazole 1% (10mg/g) Cream (20g),2.00
 24-Feb-2015,Intensive Care Unit,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 06-Mar-2015,Acute Medical Unit,Clotrimazole 1% (10mg/g) Cream (20g),3.00
 11-Mar-2015,Acute Medical Unit,Clotrimazole 1% (10mg/g) Cream (20g),3.00
 11-Mar-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 18-Mar-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 25-Mar-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 11-Mar-2015,Galliers Bickley Ward (Maternity),Clotrimazole 1% (10mg/g) Cream (20g),3.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),1.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),3.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),2.00
 31-Mar-2015,Intensive Care Unit,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 01-Apr-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 08-Apr-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),2.00
 29-Apr-2015,Benson Medical Ward,Clotrimazole 1% (10mg/g) Cream (20g),2.00
 09-Apr-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),2.00
 13-Apr-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),4.00
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Cream (20g),2.00
 14-Apr-2015,Intensive Care Unit,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 28-Apr-2015,Intensive Care Unit,Clotrimazole 1% (10mg/g) Cream (20g),1.00
 30-Jan-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% (10mg/g) Vaginal Cream (35g),1.00
 05-Feb-2015,Maude Bellas Maternity Ward,Clotrimazole 1% (10mg/g) Vaginal Cream (35g),1.00
 01-Apr-2015,Maude Bellas Maternity Ward,Clotrimazole 1% (10mg/g) Vaginal Cream (35g),1.00
 09-Apr-2015,Maude Bellas Maternity Ward,Clotrimazole 1% (10mg/g) Vaginal Cream (35g),1.00
 09-Jan-2015,Galliers Bickley Ward (Maternity),Clotrimazole 1% Cream (10g) Clotrimazole Pessary 500mg (1)  Pack (1),1.00
 08-Jan-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% Cream (10g) Clotrimazole Pessary 500mg (1)  Pack (1),1.00
 16-Mar-2015,Galliers Canning Ward (Med/205SURG),Clotrimazole 1% Cream (10g) Clotrimazole Pessary 500mg (1)  Pack (1),1.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Daptomycin 350mg Vial (1),1.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Daptomycin 350mg Vial (1),5.00
 03-Mar-2015,Galliers Canning Ward (Med/205SURG),Daptomycin 350mg Vial (1),5.00
 11-Mar-2015,Galliers Canning Ward (Med/205SURG),Daptomycin 350mg Vial (1),3.00
 09-Apr-2015,Galliers Canning Ward (Med/205SURG),Demeclocycline (SAS) 150mg Capsule (28),28.00
 02-Apr-2015,Benson Medical Ward,Demeclocycline (SAS) 300mg Capsule (16),16.00
 15-Apr-2015,Galliers Canning Ward (Med/205SURG),Demeclocycline (SAS) 300mg Capsule (16),16.00
 11-Mar-2015,Benson Medical Ward,Dicloxacillin 500mg Capsule (24),24.00
 17-Mar-2015,Galliers Canning Ward (Med/205SURG),Dicloxacillin 500mg Capsule (24),28.00
 01-Apr-2015,Benson Medical Ward,Dicloxacillin 500mg Capsule (24),24.00
 05-Apr-2015,Colyer Surgical Ward,Dicloxacillin 500mg Capsule (24),24.00
 21-Jan-2015,Benson Medical Ward,Doxycycline 100mg Capsule (7),28.00
 28-Jan-2015,Benson Medical Ward,Doxycycline 100mg Capsule (7),14.00
 22-Jan-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Capsule (7),21.00
 18-Feb-2015,Benson Medical Ward,Doxycycline 100mg Capsule (7),21.00
 19-Feb-2015,Galliers Bickley Ward (Maternity),Doxycycline 100mg Capsule (7),7.00
 05-Feb-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Capsule (7),14.00
 02-Jan-2015,Acute Medical Unit,Doxycycline 100mg Tablet (7),21.00
 09-Jan-2015,Acute Medical Unit,Doxycycline 100mg Tablet (7),21.00
 16-Jan-2015,Acute Medical Unit,Doxycycline 100mg Tablet (7),21.00
 04-Feb-2015,Benson Medical Ward,Doxycycline 100mg Tablet (7),21.00
 25-Feb-2015,Benson Medical Ward,Doxycycline 100mg Tablet (7),21.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),25.00
 05-Feb-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),14.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),21.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),28.00
 04-Mar-2015,Benson Medical Ward,Doxycycline 100mg Tablet (7),14.00
 11-Mar-2015,Benson Medical Ward,Doxycycline 100mg Tablet (7),13.00
 18-Mar-2015,Benson Medical Ward,Doxycycline 100mg Tablet (7),14.00
 25-Mar-2015,Benson Medical Ward,Doxycycline 100mg Tablet (7),21.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),14.00
 19-Mar-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),35.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),35.00
 24-Mar-2015,Intensive Care Unit,Doxycycline 100mg Tablet (7),7.00
 01-Apr-2015,Acute Medical Unit,Doxycycline 100mg Tablet (7),14.00
 01-Apr-2015,Benson Medical Ward,Doxycycline 100mg Tablet (7),21.00
 08-Apr-2015,Benson Medical Ward,Doxycycline 100mg Tablet (7),28.00
 15-Apr-2015,Benson Medical Ward,Doxycycline 100mg Tablet (7),21.00
 29-Apr-2015,Benson Medical Ward,Doxycycline 100mg Tablet (7),21.00
 14-Apr-2015,Colyer Surgical Ward,Doxycycline 100mg Tablet (7),7.00
 01-Apr-2015,Colyer Surgical Ward,Doxycycline 100mg Tablet (7),10.00
 07-Apr-2015,Colyer Surgical Ward,Doxycycline 100mg Tablet (7),7.00
 14-Apr-2015,Colyer Surgical Ward,Doxycycline 100mg Tablet (7),7.00
 17-Apr-2015,Colyer Surgical Ward,Doxycycline 100mg Tablet (7),7.00
 16-Apr-2015,Colyer Surgical Ward,Doxycycline 100mg Tablet (7),7.00
 29-Apr-2015,Colyer Surgical Ward,Doxycycline 100mg Tablet (7),7.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),35.00
 23-Apr-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),28.00
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Doxycycline 100mg Tablet (7),14.00
 07-Apr-2015,Maude Bellas Maternity Ward,Doxycycline 100mg Tablet (7),10.00
 24-Jan-2015,Galliers Canning Ward (Med/205SURG),Entecavir 500microgram Tablet (30),10.00
 26-Mar-2015,Maude Bellas Maternity Ward,Erythromycin 250mg Capsule: EC (25),25.00
 09-Apr-2015,Maude Bellas Maternity Ward,Erythromycin 250mg Capsule: EC (25),25.00
 16-Jan-2015,Intensive Care Unit,Erythromycin Lactobionate 1g Vial (1),2.00
 20-Jan-2015,Intensive Care Unit,Erythromycin Lactobionate 1g Vial (1),1.00
 24-Feb-2015,Intensive Care Unit,Erythromycin Lactobionate 1g Vial (1),1.00
 17-Mar-2015,Intensive Care Unit,Erythromycin Lactobionate 1g Vial (1),3.00
 24-Mar-2015,Intensive Care Unit,Erythromycin Lactobionate 1g Vial (1),2.00
 14-Apr-2015,Intensive Care Unit,Erythromycin Lactobionate 1g Vial (1),2.00
 30-Mar-2015,Galliers Canning Ward (Med/205SURG),Famciclovir 250mg Tablet (20),15.00
 20-Apr-2015,Maude Bellas Maternity Ward,Famciclovir 250mg Tablet (20),30.00
 02-Jan-2015,Acute Medical Unit,Flucloxacillin 1g Vial (10),10.00
 09-Jan-2015,Acute Medical Unit,Flucloxacillin 1g Vial (10),20.00
 16-Jan-2015,Acute Medical Unit,Flucloxacillin 1g Vial (10),20.00
 14-Jan-2015,Benson Medical Ward,Flucloxacillin 1g Vial (10),10.00
 19-Jan-2015,Benson Medical Ward,Flucloxacillin 1g Vial (10),20.00
 21-Jan-2015,Benson Medical Ward,Flucloxacillin 1g Vial (10),60.00
 05-Jan-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (10),30.00
 12-Jan-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (10),10.00
 19-Jan-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (10),20.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (10),50.00
 05-Jan-2015,Intensive Care Unit,Flucloxacillin 1g Vial (10),10.00
 06-Jan-2015,Intensive Care Unit,Flucloxacillin 1g Vial (10),20.00
 07-Jan-2015,Intensive Care Unit,Flucloxacillin 1g Vial (10),20.00
 27-Mar-2015,Acute Medical Unit,Flucloxacillin 1g Vial (10),10.00
 09-Mar-2015,Benson Medical Ward,Flucloxacillin 1g Vial (10),15.00
 18-Mar-2015,Benson Medical Ward,Flucloxacillin 1g Vial (10),30.00
 20-Mar-2015,Benson Medical Ward,Flucloxacillin 1g Vial (10),120.00
 25-Mar-2015,Benson Medical Ward,Flucloxacillin 1g Vial (10),50.00
 16-Mar-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (10),50.00
 23-Mar-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (10),50.00
 30-Mar-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (10),70.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (10),100.00
 17-Mar-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (10),60.00
 19-Mar-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (10),30.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (10),70.00
 01-Apr-2015,Acute Medical Unit,Flucloxacillin 1g Vial (10),50.00
 01-Apr-2015,Benson Medical Ward,Flucloxacillin 1g Vial (10),50.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (10),20.00
 30-Jan-2015,Acute Medical Unit,Flucloxacillin 1g Vial (5),10.00
 23-Jan-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),30.00
 28-Jan-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),100.00
 23-Jan-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),10.00
 13-Feb-2015,Acute Medical Unit,Flucloxacillin 1g Vial (5),10.00
 27-Feb-2015,Acute Medical Unit,Flucloxacillin 1g Vial (5),10.00
 11-Feb-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),75.00
 16-Feb-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),15.00
 18-Feb-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),35.00
 25-Feb-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),50.00
 02-Feb-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),15.00
 13-Feb-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),25.00
 20-Feb-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),30.00
 27-Feb-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),20.00
 06-Feb-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),60.00
 09-Feb-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),60.00
 10-Feb-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),25.00
 10-Feb-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),35.00
 12-Feb-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),60.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),50.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),30.00
 03-Feb-2015,Intensive Care Unit,Flucloxacillin 1g Vial (5),20.00
 19-Feb-2015,Maude Bellas Maternity Ward,Flucloxacillin 1g Vial (5),5.00
 04-Mar-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),50.00
 11-Mar-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),50.00
 09-Mar-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),15.00
 23-Mar-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),10.00
 17-Mar-2015,Intensive Care Unit,Flucloxacillin 1g Vial (5),5.00
 10-Apr-2015,Acute Medical Unit,Flucloxacillin 1g Vial (5),10.00
 13-Apr-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),10.00
 15-Apr-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),50.00
 22-Apr-2015,Benson Medical Ward,Flucloxacillin 1g Vial (5),15.00
 09-Apr-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),25.00
 13-Apr-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),35.00
 20-Apr-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),20.00
 25-Apr-2015,Colyer Surgical Ward,Flucloxacillin 1g Vial (5),10.00
 24-Apr-2015,Galliers Bickley Ward (Maternity),Flucloxacillin 1g Vial (5),5.00
 09-Apr-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),30.00
 16-Apr-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),30.00
 23-Apr-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 1g Vial (5),50.00
 14-Apr-2015,Intensive Care Unit,Flucloxacillin 1g Vial (5),5.00
 23-Apr-2015,Intensive Care Unit,Flucloxacillin 1g Vial (5),25.00
 16-Apr-2015,Maude Bellas Maternity Ward,Flucloxacillin 1g Vial (5),10.00
 09-Jan-2015,Acute Medical Unit,Flucloxacillin 500mg Capsule (24),24.00
 07-Jan-2015,Benson Medical Ward,Flucloxacillin 500mg Capsule (24),48.00
 14-Jan-2015,Benson Medical Ward,Flucloxacillin 500mg Capsule (24),24.00
 05-Jan-2015,Intensive Care Unit,Flucloxacillin 500mg Capsule (24),48.00
 12-Jan-2015,Intensive Care Unit,Flucloxacillin 500mg Capsule (24),24.00
 20-Feb-2015,Acute Medical Unit,Flucloxacillin 500mg Capsule (24),24.00
 04-Feb-2015,Benson Medical Ward,Flucloxacillin 500mg Capsule (24),24.00
 11-Feb-2015,Benson Medical Ward,Flucloxacillin 500mg Capsule (24),48.00
 18-Feb-2015,Benson Medical Ward,Flucloxacillin 500mg Capsule (24),48.00
 02-Feb-2015,Colyer Surgical Ward,Flucloxacillin 500mg Capsule (24),24.00
 09-Feb-2015,Colyer Surgical Ward,Flucloxacillin 500mg Capsule (24),24.00
 23-Feb-2015,Colyer Surgical Ward,Flucloxacillin 500mg Capsule (24),24.00
 12-Feb-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 500mg Capsule (24),72.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 500mg Capsule (24),24.00
 19-Feb-2015,Intensive Care Unit,Flucloxacillin 500mg Capsule (24),48.00
 18-Mar-2015,Benson Medical Ward,Flucloxacillin 500mg Capsule (24),48.00
 25-Mar-2015,Benson Medical Ward,Flucloxacillin 500mg Capsule (24),72.00
 30-Mar-2015,Colyer Surgical Ward,Flucloxacillin 500mg Capsule (24),48.00
 19-Mar-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 500mg Capsule (24),48.00
 23-Mar-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 500mg Capsule (24),24.00
 26-Mar-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 500mg Capsule (24),48.00
 01-Apr-2015,Benson Medical Ward,Flucloxacillin 500mg Capsule (24),72.00
 08-Apr-2015,Benson Medical Ward,Flucloxacillin 500mg Capsule (24),72.00
 02-Apr-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 500mg Capsule (24),24.00
 16-Apr-2015,Galliers Canning Ward (Med/205SURG),Flucloxacillin 500mg Capsule (24),24.00
 09-Jan-2015,Acute Medical Unit,Flucloxacillin 500mg Vial (10),10.00
 28-Jan-2015,Benson Medical Ward,Flucloxacillin 500mg Vial (5),10.00
 13-Feb-2015,Acute Medical Unit,Flucloxacillin 500mg Vial (5),5.00
 06-Mar-2015,Acute Medical Unit,Flucloxacillin 500mg Vial (5),5.00
 27-Mar-2015,Acute Medical Unit,Flucloxacillin 500mg Vial (5),5.00
 04-Mar-2015,Benson Medical Ward,Flucloxacillin 500mg Vial (5),10.00
 11-Mar-2015,Benson Medical Ward,Flucloxacillin 500mg Vial (5),10.00
 15-Apr-2015,Benson Medical Ward,Flucloxacillin 500mg Vial (5),10.00
 07-Apr-2015,Colyer Surgical Ward,Flucloxacillin 500mg Vial (5),30.00
 08-Apr-2015,Colyer Surgical Ward,Flucloxacillin 500mg Vial (5),20.00
 15-Jan-2015,Benson Medical Ward,Fluconazole 150mg Capsule (1),1.00
 30-Jan-2015,Galliers Canning Ward (Med/205SURG),Fluconazole 150mg Capsule (1),1.00
 17-Feb-2015,Galliers Canning Ward (Med/205SURG),Fluconazole 200mg Capsule (28),27.00
 25-Feb-2015,Galliers Canning Ward (Med/205SURG),Fluconazole 200mg Capsule (28),7.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Fluconazole 200mg Capsule (28),6.00
 05-Mar-2015,Galliers Canning Ward (Med/205SURG),Fluconazole 200mg Capsule (28),7.00
 15-Apr-2015,Galliers Canning Ward (Med/205SURG),Fluconazole 200mg Capsule (28),-6.00
 29-Apr-2015,Galliers Canning Ward (Med/205SURG),Fluconazole 200mg Capsule (28),6.00
 23-Mar-2015,Galliers Canning Ward (Med/205SURG),Fosfomycin (SAS) 3g Granules (1),1.00
 09-Jan-2015,Galliers Bickley Ward (Maternity),Gentamicin 80mg/2mL Ampoule (50),5.00
 30-Jan-2015,Galliers Bickley Ward (Maternity),Gentamicin 80mg/2mL Ampoule (50),5.00
 08-Jan-2015,Galliers Canning Ward (Med/205SURG),Gentamicin 80mg/2mL Ampoule (50),10.00
 27-Feb-2015,Acute Medical Unit,Gentamicin 80mg/2mL Ampoule (50),10.00
 05-Feb-2015,Galliers Canning Ward (Med/205SURG),Gentamicin 80mg/2mL Ampoule (50),10.00
 09-Feb-2015,Galliers Canning Ward (Med/205SURG),Gentamicin 80mg/2mL Ampoule (50),3.00
 09-Feb-2015,Galliers Canning Ward (Med/205SURG),Gentamicin 80mg/2mL Ampoule (50),12.00
 19-Feb-2015,Maude Bellas Maternity Ward,Gentamicin 80mg/2mL Ampoule (50),20.00
 04-Mar-2015,Benson Medical Ward,Gentamicin 80mg/2mL Ampoule (50),30.00
 05-Mar-2015,Maude Bellas Maternity Ward,Gentamicin 80mg/2mL Ampoule (50),10.00
 26-Mar-2015,Maude Bellas Maternity Ward,Gentamicin 80mg/2mL Ampoule (50),20.00
 01-Apr-2015,Acute Medical Unit,Gentamicin 80mg/2mL Ampoule (50),10.00
 10-Apr-2015,Acute Medical Unit,Gentamicin 80mg/2mL Ampoule (50),10.00
 17-Apr-2015,Acute Medical Unit,Gentamicin 80mg/2mL Ampoule (50),5.00
 01-Apr-2015,Benson Medical Ward,Gentamicin 80mg/2mL Ampoule (50),30.00
 08-Apr-2015,Benson Medical Ward,Gentamicin 80mg/2mL Ampoule (50),30.00
 05-Apr-2015,Colyer Surgical Ward,Gentamicin 80mg/2mL Ampoule (50),50.00
 04-Apr-2015,Galliers Bickley Ward (Maternity),Gentamicin 80mg/2mL Ampoule (50),5.00
 24-Apr-2015,Galliers Bickley Ward (Maternity),Gentamicin 80mg/2mL Ampoule (50),5.00
 01-Apr-2015,Maude Bellas Maternity Ward,Gentamicin 80mg/2mL Ampoule (50),10.00
 09-Apr-2015,Maude Bellas Maternity Ward,Gentamicin 80mg/2mL Ampoule (50),5.00
 23-Apr-2015,Maude Bellas Maternity Ward,Gentamicin 80mg/2mL Ampoule (50),10.00
 30-Apr-2015,Maude Bellas Maternity Ward,Gentamicin 80mg/2mL Ampoule (50),10.00
 01-Jan-2015,Benson Medical Ward,Hexamine Hippurate 1g Tablet (100),10.00
 02-Feb-2015,Benson Medical Ward,Hexamine Hippurate 1g Tablet (100),10.00
 09-Feb-2015,Benson Medical Ward,Hexamine Hippurate 1g Tablet (100),42.00
 24-Feb-2015,Galliers Canning Ward (Med/205SURG),Hexamine Hippurate 1g Tablet (100),10.00
 04-Feb-2015,Galliers Canning Ward (Med/205SURG),Hexamine Hippurate 1g Tablet (100),14.00
 02-Mar-2015,Benson Medical Ward,Hexamine Hippurate 1g Tablet (100),10.00
 07-Jan-2015,Colyer Surgical Ward,Hydroxychloroquine 200mg Tablet (100),7.00
 13-Feb-2015,Acute Medical Unit,Hydroxychloroquine 200mg Tablet (100),10.00
 25-Feb-2015,Acute Medical Unit,Hydroxychloroquine 200mg Tablet (100),7.00
 18-Feb-2015,Galliers Canning Ward (Med/205SURG),Hydroxychloroquine 200mg Tablet (100),100.00
 31-Mar-2015,Acute Medical Unit,Hydroxychloroquine 200mg Tablet (100),5.00
 12-Mar-2015,Benson Medical Ward,Hydroxychloroquine 200mg Tablet (100),50.00
 25-Mar-2015,Benson Medical Ward,Hydroxychloroquine 200mg Tablet (100),120.00
 27-Mar-2015,Colyer Surgical Ward,Hydroxychloroquine 200mg Tablet (100),10.00
 16-Mar-2015,Colyer Surgical Ward,Hydroxychloroquine 200mg Tablet (100),7.00
 03-Feb-2015,Benson Medical Ward,Ketoconazole 2% (20mg/g) Cream (30g),1.00
 02-Feb-2015,Benson Medical Ward,Ketoconazole 2% (20mg/g) Cream (30g),1.00
 12-Jan-2015,Acute Medical Unit,Lincomycin 600mg/2mL Vial (5),15.00
 30-Jan-2015,Acute Medical Unit,Lincomycin 600mg/2mL Vial (5),5.00
 08-Jan-2015,Galliers Canning Ward (Med/205SURG),Lincomycin 600mg/2mL Vial (5),10.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Lincomycin 600mg/2mL Vial (5),20.00
 06-Feb-2015,Acute Medical Unit,Lincomycin 600mg/2mL Vial (5),10.00
 25-Feb-2015,Benson Medical Ward,Lincomycin 600mg/2mL Vial (5),5.00
 19-Feb-2015,Colyer Surgical Ward,Lincomycin 600mg/2mL Vial (5),10.00
 19-Feb-2015,Galliers Bickley Ward (Maternity),Lincomycin 600mg/2mL Vial (5),15.00
 19-Feb-2015,Galliers Canning Ward (Med/205SURG),Lincomycin 600mg/2mL Vial (5),10.00
 26-Feb-2015,Galliers Canning Ward (Med/205SURG),Lincomycin 600mg/2mL Vial (5),10.00
 13-Feb-2015,Intensive Care Unit,Lincomycin 600mg/2mL Vial (5),10.00
 18-Mar-2015,Benson Medical Ward,Lincomycin 600mg/2mL Vial (5),5.00
 25-Mar-2015,Benson Medical Ward,Lincomycin 600mg/2mL Vial (5),5.00
 12-Mar-2015,Galliers Canning Ward (Med/205SURG),Lincomycin 600mg/2mL Vial (5),5.00
 03-Mar-2015,Intensive Care Unit,Lincomycin 600mg/2mL Vial (5),5.00
 10-Mar-2015,Intensive Care Unit,Lincomycin 600mg/2mL Vial (5),10.00
 11-Mar-2015,Intensive Care Unit,Lincomycin 600mg/2mL Vial (5),5.00
 17-Mar-2015,Intensive Care Unit,Lincomycin 600mg/2mL Vial (5),5.00
 08-Apr-2015,Colyer Surgical Ward,Lincomycin 600mg/2mL Vial (5),5.00
 30-Apr-2015,Galliers Canning Ward (Med/205SURG),Lincomycin 600mg/2mL Vial (5),10.00
 23-Apr-2015,Intensive Care Unit,Lincomycin 600mg/2mL Vial (5),10.00
 25-Jan-2015,Benson Medical Ward,Meropenem 1g Vial (5),10.00
 19-Jan-2015,Benson Medical Ward,Meropenem 1g Vial (5),5.00
 19-Jan-2015,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial (5),15.00
 23-Jan-2015,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial (5),15.00
 15-Jan-2015,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial (5),15.00
 05-Jan-2015,Galliers Canning Ward (Med/205SURG),Meropenem 1g Vial (5),5.00
 13-Jan-2015,Intensive Care Unit,Meropenem 1g Vial (5),10.00
